controller,lap,lap_time_s,samples,rms_x_error_m,rms_y_error_m,rms_positional_error_m,mean_x_error_m,mean_y_error_m,max_x_error_m,max_y_error_m,rms_cte_m,mean_cte_m,max_cte_m,steering_smoothness_rad_per_sample,trajectory_correlation
PINN_v2,1,12.24517273902893,3049,1.3515533214390365,0.7609651150258675,1.551052638365063,1.2539003308730678,0.5507365983444137,1.604018690914126,1.6064467793501604,0.3396619963254695,0.2735480656232636,0.5649453781928226,0.3010565533357602,0.5538608161237452
PINN_v2,2,8.80549430847168,2211,1.29557960452595,0.8510408023434776,1.5500957902391217,1.1648634456489435,0.6199612821918609,1.607758960337672,1.605129501227304,0.2851371029646855,0.2350079498359101,0.5294696261321,0.3536290158308616,0.5866432037450792
PINN,1,9.078601837158203,2246,1.3075176571020153,0.8329897531039484,1.550314275367972,1.18034660253549,0.560484778174499,1.606987192627658,1.6002247105063263,0.2241480750750233,0.1723486717683434,0.4990252218557829,0.3507233079711846,0.6035571633303273
PINN,2,8.15059208869934,2047,1.286439787675712,0.8668276107956071,1.5512309415921124,1.1536416798990894,0.607665614165262,1.6061444361974306,1.60089348381954,0.2401093324288513,0.1922477481034085,0.5876222246202193,0.3106975415970934,0.5955038370806123
PINN,1,9.108356714248655,2235,1.3090070254013786,0.8324481930610559,1.5512799188672504,1.1821373935165411,0.5580548273816904,1.607879330207866,1.597205598463952,0.2225217489092804,0.1707951374246958,0.488575227257317,0.2972039198053956,0.5816863332050155
PINN,2,8.117404222488403,2039,1.286055967440507,0.8662683627491037,1.5506001508091474,1.1540124267325955,0.6065060349594926,1.6071963731432533,1.6023104181166865,0.2421253151261103,0.1928693708239934,0.6305795188004333,0.3682869723590486,0.5220048036197574
PINN,3,8.113701343536377,2037,1.2828123929608917,0.8713787751227504,1.5507767748030257,1.149184145544944,0.6133439923854063,1.610655104547617,1.5978550475222022,0.2453400958455064,0.1959440778366184,0.609921867458759,0.3684426583085134,0.5554911622889637
PINN,4,8.114657402038574,2038,1.2836397950824987,0.8685142000099435,1.5498541993162942,1.149270378985336,0.6130660550178524,1.6075280866165462,1.602351540225829,0.2434420393817611,0.1956926264618476,0.5730262307069884,0.3683071646235865,0.5461093608187793
Pure_Pursuit,1,9.903034210205078,2465,1.546977599508434,0.9502356014680284,1.8155129830651675,1.320130080467708,0.6467539483056465,2.248058015598992,2.1193306724641507,0.1532071576104796,0.1198189980778579,0.3324134555136187,0.3353010331723175,0.5227922035495423
Pure_Pursuit,2,9.681018590927124,2429,1.4834207848794163,0.960989871044578,1.7674950515524896,1.2469317303542566,0.6994490397783706,2.2496753044514666,2.0920067596214977,0.1909874131502131,0.1592282982519309,0.4321462255987354,0.3376804156095377,0.5505659652109005
PINN_v2,1,5.938986778259277,701,5.611401001554521,1.1768064226173336,5.733471422843275,5.602300260907402,1.1751831214234405,6.17311737333638,1.2120555074827166,5.733188067487608,5.722931040714828,6.266394664777257,0.0124721647232545,0.073595271496666
PINN_v2,2,9.35309600830078,2348,1.320201489662498,0.8172405896806519,1.552679669065277,1.1972739820398837,0.5682221086586913,1.6054844131991688,1.60206040256252,0.2453599578427812,0.2073135942497213,0.4691915021794681,0.2899289957906539,0.5715377122836682
PINN_v2,3,8.509083986282349,2137,1.2905644038541195,0.8588223619505608,1.5502039639614134,1.156610571892283,0.6221818943857507,1.6066578941115104,1.6055162288701186,0.2773582206340944,0.2304565790278011,0.5633707145121747,0.3040161207341981,0.5886187131018616
PINN,1,9.12759780883789,2245,1.3076251909394208,0.8335227443394541,1.5506913958974982,1.180280021779443,0.5606829037326556,1.606987192627658,1.6002247105063263,0.2241052091818861,0.1724481918947435,0.4990252218557829,0.3508014451054869,0.5967768589582118
PINN,2,8.110406637191772,2038,1.285998526947708,0.8677884062971314,1.5514022461680883,1.154617088335096,0.6090163124035277,1.6078137117353697,1.6033104415861112,0.2432453371756772,0.1937774106638594,0.6301787683588649,0.3683290368832487,0.60186111807436
PINN,1,23.62353038787841,5865,0.7990523061158752,1.3263867396897215,1.5484787280210943,0.6308471001592387,1.2485735565427751,1.6056756954028684,2.6536027222229013,0.6109882774885738,0.4806727676330921,2.6536860455681457,0.2113668918897547,0.1660165680971639
PINN,2,9.327826261520386,2340,1.2335504199097882,0.9405249756104032,1.5512040059923016,1.0626932710913408,0.6797592223083644,1.6045869283529637,1.600761182227784,0.1638937180190128,0.1195305139411365,0.4887767612812144,0.3437943953775196,0.4435400110012666
PINN,3,9.006102085113525,2259,1.199282869605982,0.9798604093460568,1.5486787346425923,1.0148163313415537,0.7177975645246774,1.605042238413425,1.6003199411184146,0.2045284364968448,0.1660842205744829,0.4727811835967286,0.3500785868573383,0.5009348628187743
PINN,4,7.960639476776123,2000,1.2692233326028937,0.8953269970089988,1.5532347857283997,1.1097857432797351,0.6283035938029659,1.6069710143829496,1.6006877901078669,0.1765964347901644,0.1395797064763068,0.466928753302086,0.3714923929109431,0.4501617079993808
PINN,5,9.219431400299072,2313,1.233122170680146,0.9413941102719382,1.551390717607144,1.05033885400832,0.682301323398585,1.6063805552675134,1.604512310515803,0.1564174171597611,0.12867925740887,0.4434595618207832,0.3904421311233887,0.5661522903808786
PINN,6,14.869324684143066,3724,1.2457539982191002,0.9218568610203938,1.5497493656360204,1.1602965062033517,0.7446032777887399,1.657811829890644,1.5997938283053232,0.6598826571661688,0.5058799827253537,1.6600115655526806,0.3762822092948878,0.2833802168995696
PINN,7,9.398976564407349,2359,1.2183086648386234,0.9587304521993462,1.5503032228552038,1.0314167601685609,0.7038143261098162,1.6039595756123592,1.6014628136566706,0.1843431887866237,0.1480753403499389,0.4795468952841062,0.4274915020023363,0.5244208788854628
PINN,8,9.303379535675049,2333,1.2147139346134437,0.9595761683074804,1.5480039940929542,1.0258812891413387,0.7003097363706394,1.602603559502879,1.6019323267506005,0.1877827496672763,0.153871208104092,0.4462207421817876,0.3420997504404785,0.5134285021814495
PINN,9,9.529422283172607,2388,1.191223778348926,0.9960509927209756,1.552781913278337,1.0154750616915162,0.7466191769447064,1.6071657394031913,1.5967469656343205,0.1909337035180379,0.1404364833028422,0.5561412654461186,0.3845897889062688,0.5990185708554255
PINN,10,8.946212768554688,2242,1.2110728305527465,0.9709532407950092,1.5522395423108422,1.0188164681481002,0.7113758965237065,1.6058073989025772,1.6015674763225456,0.1689998609919683,0.1411281328169332,0.3660727426694893,0.3491877456138321,0.618174478838752
PINN,1,11.374666452407835,2817,1.1384596778263427,1.0948981967232,1.579522870750587,1.0574730615774794,0.9800272480228636,1.6013222454934826,2.189025793108044,1.097110798718968,0.9843588768755318,2.1893275516339763,0.1887079873505477,0.1975838421887894
PINN,2,31.61003565788269,7902,1.1946792686360084,1.1013738660940045,1.6248947497679729,1.111652353245759,0.9997292702488508,10.366088683768366,6.996545532186253,0.9544483537604844,0.7164967618145733,12.50629617367612,0.1744973719125425,0.112220345450683
PINN,3,9.37259578704834,2350,1.234448486363569,0.9388231227297356,1.550887462473444,1.059350512237334,0.687121442835289,1.6063378917472768,1.601835447972503,0.210649981237965,0.1516837826255819,0.7432887780054159,0.3409502986999867,0.3934629682851588
PINN,4,9.348239183425903,2344,1.2283004491691116,0.9467613062112692,1.55083170085213,1.0510759394069245,0.682705031498764,1.603481301572014,1.6031306547766755,0.1612028538197516,0.1249960115086442,0.4557836567056377,0.3428732310901303,0.3959562813539705
PINN,5,9.029404163360596,2267,1.31451237239029,0.8197141073360874,1.5491526699886446,1.1864376014945432,0.5585095836793935,1.6052073086512295,1.6009280611281445,0.5193689020746759,0.3766859226320169,0.9873678331431184,0.1497693790091966,0.2410226735161335
PINN,6,2.682630777359009,675,1.314229811182019,0.817794042541732,1.5478976363494692,1.222938304438909,0.5968547067551485,1.596721656572139,1.543331962206621,0.2158429737006922,0.1759716338647329,0.4783991440956844,0.0541052749822312,0.5756063103246492
PINN,7,19.35489249229431,4815,1.524584899013273,0.936077675750732,1.789022227178356,1.272209644652104,0.6941710850086067,3.0175746632203104,1.602979673653396,1.1640475799110843,0.6615364569241176,3.021600334988224,0.2092178148609888,0.2454130355022062
PINN,8,10.678950548171995,2644,1.219309927863544,0.9575176614603772,1.5503408567780022,1.061588845101603,0.7210433935671643,1.6020087127541842,1.597453401964252,0.2072932961087917,0.1694141614146867,0.4647467371033605,0.3623988299618175,0.290884772882988
PINN,9,14.730592012405396,3675,1.380455291993669,0.9057695571983924,1.651083069969739,1.188879690074312,0.657241592062242,2.659653146187045,1.6033478818204046,0.8743604686619677,0.4937559757387217,2.66872287277511,0.3144521914712905,0.3284808901390976
PINN,10,9.622152090072632,2411,1.4098079073608083,0.8162620817557052,1.6290617304967971,1.2388048905176952,0.4975939908133048,9.262692162365648,5.859903591954926,0.818186517892657,0.5516152220029656,10.960654004289902,0.1316525051836759,0.1618222935974281
Pure_Pursuit,1,10.213420391082764,2464,1.545575486034327,0.950163496676652,1.814280643518816,1.3187607868087838,0.6468519185306993,2.248058015598992,2.1193306724641507,0.1533881159104355,0.1199724248256806,0.3324134555136187,0.3353690361690278,0.5244923315510094
Pure_Pursuit,2,9.245550394058228,2320,1.4944702418470537,0.9789617653339288,1.786563024847462,1.2549247399956724,0.7088782471995457,2.2463047375810463,2.1136437171297606,0.1815095832407313,0.1492694273378794,0.4209230981725443,0.3453744180850158,0.5374191984927547
Pure_Pursuit,3,9.355345726013184,2347,1.4890767880670208,0.971413595028332,1.7779184608316163,1.250675732449886,0.7025965072110156,2.248996419001867,2.1009773289245546,0.1803295484752911,0.1483643921916046,0.4139521901176005,0.3434683686562518,0.5288122547777313
Pure_Pursuit,4,2.272456169128418,578,1.2623401765618258,0.5073579716744551,1.3604833085281711,1.1905154999981369,0.40955028136843,2.227275295364402,1.0096398575519334,0.207000642983076,0.1656531257931779,0.4163160121977544,0.0345777901746543,0.7054795265643897
Pure_Pursuit,5,8.305554628372192,2083,1.6054310327992336,1.0143167357256018,1.8990121751710425,1.40510198126133,0.7123676817871382,2.2445670670891698,2.0891994045862576,0.1992920062649273,0.1677357317970874,0.4113471819420258,0.3642709857365892,0.5674601735610402
Pure_Pursuit,6,8.123450994491577,2038,1.6013259273561804,1.0242936022673677,1.90090034175098,1.3875244801488416,0.7234706572805972,2.2441799517737104,2.1103859436851327,0.2052879194990617,0.1687664048558961,0.5028301924137436,0.3682533793231655,0.5384058961831464
PINN,1,17.51581120491028,4275,1.2618600619963134,0.919603289646956,1.5613971392284678,1.2174683624474587,0.7763280386221735,1.6054213009986982,5.825198931787963,0.8219143507972803,0.675826599853052,5.826925702279533,0.2720773515025723,0.022358175825867
PINN,2,9.353113889694214,2347,1.1571001671398582,1.031368136911634,1.5500325901837233,0.9590431239061163,0.7925690113221994,1.6023272248167784,1.6005198879718407,0.2191734504075565,0.1702825895504668,0.7466033179656985,0.4690840241474475,0.4694325457045682
PINN,3,9.463720083236694,2374,1.1608955323304808,1.0314190723260772,1.5529017160602456,0.9740621796436834,0.7975994314663138,1.604028342557812,1.6018630415946074,0.2405711968941893,0.1940276656726132,0.7006226923843611,0.4260096009344264,0.4471712026248338
PINN,4,8.290225267410278,2082,1.2747997428494398,0.8864328660423689,1.552700103165156,1.112444467351288,0.6082014568039528,1.6074528091359743,1.602554155363375,0.2150551509524405,0.1614869846597107,0.7481916254792575,0.4556336685834072,0.2627992297100486
PINN,5,9.498988389968872,2384,1.2233789569661488,0.9508484690718774,1.5494414746881908,1.0515358778245665,0.7051960602791912,1.60419139657967,1.5981824302263783,0.1957110135838774,0.1499902883664852,0.6085808278447344,0.383750908649822,0.415703535952786
PINN,6,8.005577325820923,2011,1.263750140606951,0.8977212072310019,1.550150890654318,1.0974859627209357,0.6515308102016647,1.6070551187176356,1.6018120768951016,0.2246898682740549,0.1806846948660699,0.6863244158312374,0.3114392804135525,0.4845426239174163
PINN,7,9.307703733444214,2335,1.208365043140634,0.971740879563446,1.5506212995115882,1.02916140880716,0.7360042499566035,1.6028893180983843,1.6019291559359337,0.2266709735026688,0.1699961916655509,0.6786114819989225,0.3882890452702689,0.4825010258355845
PINN,8,26.456515789031982,6621,1.425658648823663,1.1239344802756608,1.8154149109551327,1.216536305375504,0.9086965176300904,3.970049939784687,3.976958528115503,1.3354630618090846,0.975647032681128,3.978442185499941,0.161925664281716,0.1537719452847442
PINN,9,12.045103549957275,3017,1.3152030413265037,1.0406016162278875,1.6770840061280703,1.2001209039864338,0.862891359400583,6.71822622460434,6.292997283721155,1.235769077855302,0.9250086029080408,9.205236467244246,0.232273041885801,0.2967602923586772
PINN,10,9.77247929573059,2451,1.2494738071445353,0.9162508066222932,1.5494193542667078,1.087287037766329,0.6518083540113024,1.6041283068006449,1.6037153205520325,0.1771344471915143,0.1338713707770404,0.5220336983721487,0.3792724655528174,0.4374964449974348
Pure_Pursuit,1,9.95004415512085,2394,1.5658734340221845,0.9489711665795832,1.830984949795012,1.3439912023575151,0.6371781437759293,2.247692153547959,2.1193306724641507,0.1540182785152478,0.1201580574756642,0.3260143451142528,0.3403433424288308,0.5148024073951374
Pure_Pursuit,2,9.275718927383425,2327,1.49192670323721,0.97590942172848,1.7827631607284986,1.2534552326542454,0.7072389277800007,2.24705456576644,2.112753585199446,0.1819708674823002,0.1495943351097761,0.4257783765583171,0.344858172434232,0.521962039360733
Pure_Pursuit,3,8.143372774124146,2039,1.6047366233481888,1.0206452263957109,1.901813952120264,1.3944085252347656,0.7199217227061699,2.244441570179143,2.0978069762605784,0.2044266413498578,0.1708416554510042,0.4617943896845959,0.3681703035020869,0.5259108740213371
