x,y
-69.182,53.80300000000001
-68.61330196866417,53.84826980313359
-68.03758142591975,53.861000000000004
-67.46122595669962,53.861000000000004
-66.8848704874795,53.861000000000004
-66.30922481306335,53.84393540108863
-65.73336579182421,53.83200000000001
-65.1570103226041,53.83200000000001
-64.58065485338396,53.83200000000001
-64.00429938416384,53.83200000000001
-63.42794391494371,53.83200000000001
-62.851588445723586,53.83200000000001
-62.27523297650346,53.83200000000001
-61.70064275710102,53.81766068927526
-61.12609210120611,53.80300000000001
-60.55658260333348,53.774
-59.986379579270746,53.71600000000001
-59.41711811114368,53.662059055571845
-58.85001321932296,53.60000000000001
-58.27981019526022,53.542
-57.70878370294278,53.48759456764759
-57.134327021248254,53.45500000000001
-56.566341626802696,53.39667081340134
-56.00625453704141,53.28850100823142
-55.44315194956883,53.194
-54.883042853926966,53.078
-54.32293375828512,52.962
-53.762447952197235,52.85224132536621
-53.20062935686479,52.74589410196138
-52.63975493774538,52.63535855364154
-52.07888051862597,52.52482300532172
-51.51800609950656,52.414287457001876
-50.95713168038714,52.303751908682045
-50.396257261267735,52.193216360362214
-49.83538284214833,52.08268081204238
-49.27450842302892,51.97214526372257
-48.713859452511116,51.860000000000014
-48.15375035686926,51.744000000000014
-47.593641261227404,51.628000000000014
-47.03353216558555,51.512
-46.47279330815134,51.4052988846919
-45.91051217087214,51.301003477392044
-45.349637751752724,51.19046792907221
-44.788763332633316,51.07993238075238
-44.2278889135139,50.96939683243255
-43.66701449439449,50.85886128411272
-43.10456199020905,50.75478099510454
-42.54481588852896,50.64200000000001
-41.9847067928871,50.52600000000001
-41.42459769724525,50.41000000000001
-40.863626644887425,50.30610444081458
-40.300921088242156,50.20369173949777
-39.74004666912275,50.09315619117794
-39.18045296861984,49.98172648430992
-38.61620870711422,49.888000000000005
-38.05609961147236,49.772000000000006
-37.49597891282991,49.657829818804984
-36.93482768208981,49.54852219488281
-36.37075289957102,49.44993822489276
-35.806070635540635,49.35379347456458
-35.24110880734242,49.250000000000014
-34.67459395601077,49.16035421244685
-34.10958358777862,49.07600000000001
-33.54046540992868,49.000546540992886
-32.974775235637814,48.9233876178189
-32.40962114325712,48.84400000000001
-31.839455461483,48.78195462179026
-31.271167644254668,48.72431676442548
-30.701011796698303,48.664910163336216
-30.132586888155714,48.61200000000001
-29.557677811948096,48.58300000000001
-28.989614707087973,48.525000000000006
-28.420332976332347,48.491433297633236
-27.84519613300771,48.46700000000001
-27.276700603502462,48.41767006035026
-26.700777558927456,48.409000000000006
-26.131341172865646,48.37853411728658
-25.5563589848472,48.35100000000001
-24.980003515627075,48.35100000000001
-24.411335243702595,48.30513352437028
-23.835584941546827,48.293000000000006
-23.259229472326695,48.293000000000006
-22.688103859844034,48.235000000000014
-22.11174839062391,48.235000000000014
-21.540792615191698,48.190708419562895
-20.965058973826977,48.17700000000001
-20.393446138703,48.14712051155858
-19.818260330316576,48.119000000000014
-19.24350056107164,48.10916685369055
-18.671461686806197,48.06100000000001
-18.09510621758605,48.06100000000001
-17.526802962498408,48.003
-16.950447493278276,48.003
-16.379879951365993,47.94798999594717
-15.803648849767868,47.94500000000001
-15.227344180766735,47.943778681730564
-14.658990125460093,47.887
-14.087904105672166,47.85286757903826
-13.530634235029012,47.724526847005805
-13.020451735721124,47.47222586786056
-12.592288070459418,47.09328807045942
-12.306494810514238,46.597989621028475
-12.197000000000003,46.04534245107055
-12.259678958699354,45.48092624780391
-12.44368899751089,44.93816267330429
-12.677171095022118,44.414438539970504
-12.962693648889612,43.91528611444319
-13.265949656857856,43.4291006862843
-13.591872357719268,42.96065955285093
-13.922700925401642,42.49259814919674
-14.274767543006902,42.039232456993105
-14.627916891246343,41.588499730504395
-14.995099666325373,41.147028952770995
-15.373327495152125,40.715784588989195
-15.760326718547034,40.29267328145298
-16.167871579206533,39.88512842079348
-16.575416439866046,39.47758356013395
-17.016311315933294,39.11184434203335
-17.467825778614866,38.75773937710812
-17.938340333510993,38.433329833244514
-18.41007427367066,38.11046286316467
-18.91253789726214,37.830231051368926
-19.41500152085362,37.5499992395732
-19.930509524205632,37.29224523789719
-20.456452259095258,37.05827387045238
-20.983152065167452,36.82593482921395
-21.52385932565327,36.63365626973871
-22.066717553725404,36.45132061156866
-22.615025656798544,36.283487171600726
-23.169257617008498,36.151371191495755
-23.726727248156003,36.045659093980504
-24.294476514088167,35.966507828637276
-24.857608272602178,35.87421742976345
-25.425014481191326,35.80322061320098
-25.992752674465223,35.73972473255348
-26.56207639898824,35.70700000000001
-27.130139503848376,35.649
