x,y
53.80909860208427,92.68171608975204
54.720001460014394,92.75883608975205
55.63411983509135,92.68171608975204
56.521992232901276,92.49886263742526
57.40341607669384,92.27133259483016
58.282735231628415,92.00657777497999
59.13286378874901,91.65262102753049
59.95936946264492,91.24538065947173
60.741632067194494,90.76804131766387
61.46000065772028,90.20052437672204
62.11995449928414,89.57134621825223
62.613473917822056,88.80032545827648
63.01724745682056,87.97219914378861
63.35724246363652,87.11695912561272
63.6654243788359,86.2515692773316
63.97150861356918,85.38647604381241
64.26565859587271,84.51835611459838
64.54905360690066,83.64555357289468
64.81857098429936,82.76942656089166
65.08468787778835,81.89133753834388
65.34386921970324,81.0099430016573
65.58206598389327,80.12743918070699
65.80125860208426,79.24305357846363
66.03261860208428,78.3658546833877
66.24545053240936,77.48456450780152
66.44727290412547,76.59215318362853
66.62816195702791,75.69384925020292
66.79822232447009,74.79608631066543
66.961513469012,73.89263148896883
67.11124440655419,72.98704384952264
67.24584727850149,72.08409800199703
67.38221860208427,71.1834439170942
67.47271279861337,70.27366832099015
67.56701847493815,69.36379748835941
67.69069860208427,68.45846230957349
67.76781860208428,67.54517318388145
67.84493860208428,66.63465685605517
67.92205860208426,65.72375399812506
67.98999448114523,64.80837317820334
68.0538831223499,63.89260636683004
68.08463810433261,62.9738370852554
68.15341860208426,62.060965537896166
68.23053860208427,61.145706851677474
68.30765860208427,60.23480399374736
68.36808007696774,59.32336281580082
68.42594606801853,58.41175396447528
68.46189860208426,57.491630048025726
68.53901860208427,56.581113720199454
68.61613860208428,55.66631286629615
68.71691740267795,54.75710688440891
68.88536810084776,53.85662959840765
69.12565425055752,52.97465132009566
69.42052213773587,52.105226661347814
69.76558383105436,51.2517804028418
70.1633887913076,50.42110825861123
70.61035676839373,49.61963429871055
71.09674655829158,48.8391241554411
71.61616898715621,48.08309531960816
72.10224855334982,47.30373618722096
72.4334154850487,46.44860232382324
72.58781860208427,45.555892670322095
72.54925860208428,44.638884863280666
72.35788916397595,43.752652494481296
72.08219026581338,42.88336274466853
71.79646391321666,42.01212671201681
71.52900343891304,41.133335437067046
71.2348534566095,40.265215507853
70.94995682746762,39.39367254051872
70.66420139586876,38.52244726488999
